,timestamp,bng_subscribers,device_name,vendor,model,os,version,hw_revision,role,ip_address
91,1664609701,288.5067110637304,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
92,1664610001,1969.7901945842348,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
93,1664610301,2358.9244920872834,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
94,1664610601,2300.5488461044856,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
95,1664610901,2344.2152018824986,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
96,1664611201,2659.9881434718436,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
97,1664611501,2661.764403682345,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
98,1664611801,2692.8602117580363,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
99,1664612101,3020.3642988403853,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
100,1664612401,3018.5673839120172,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
101,1664612701,3037.293465523461,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
102,1664613001,3650.4416786656366,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
103,1664613301,3714.614196114665,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
104,1664613601,3671.441402745053,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
105,1664613901,4210.956303339666,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
106,1664614201,4334.960941854939,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
107,1664614501,4340.167205905908,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
108,1664614801,4344.621368665358,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
109,1664615101,4285.610186911463,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
110,1664615401,4258.464079299311,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
111,1664615701,4565.959334455982,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
112,1664616001,4657.667923663232,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
113,1664616301,4542.4107786285695,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
114,1664616601,5010.065949119944,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
115,1664616901,4797.974390360413,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
116,1664617201,4685.645667648621,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
117,1664617501,5382.292666432834,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
118,1664617801,4932.881969222293,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
119,1664618101,5107.880035164182,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
120,1664618401,5852.565096599444,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
121,1664618701,5929.981862101059,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
122,1664619001,673.3420111449126,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
123,1664619301,6166.637051919376,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
124,1664619601,6255.231657117672,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
125,1664619901,6200.823166206828,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
126,1664620201,760.3678730161994,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
127,1664620501,6776.837380167554,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
128,1664620801,6737.721266872256,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
129,1664621101,7137.753604104166,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
130,1664621401,7088.21843439855,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
131,1664621701,7367.118538724961,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
132,1664622001,7643.601713733973,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
133,1664622301,7425.357111556021,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
134,1664622601,7322.217816409507,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
135,1664622901,8074.731355561945,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
136,1664623201,7758.038124238615,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
137,1664623501,8232.713825347357,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
138,1664623801,8589.170077280569,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
139,1664624101,8709.217744835372,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
140,1664624401,8757.448137556225,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
141,1664624701,9360.751864165843,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
142,1664625001,9361.271801542794,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
143,1664625301,9071.183153018135,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
144,1664625601,9670.293304786575,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
145,1664625901,9652.117886482498,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
146,1664626201,9937.328556553697,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
147,1664626501,9988.331848787955,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
148,1664626801,10309.13672475457,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
149,1664627101,10315.684005087165,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
150,1664627401,11019.14303704408,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
151,1664627701,11416.57834038491,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
152,1664628001,11065.27613556256,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
153,1664628301,11751.425311716624,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
154,1664628601,12097.39405842403,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
155,1664628901,11781.453425751193,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
156,1664629201,11838.337875504016,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
157,1664629501,11605.75390217612,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
158,1664629801,11721.715941069851,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
159,1664630101,11910.121146618985,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
160,1664630401,12749.904379669339,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
161,1664630701,12647.990752991182,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
162,1664631001,13076.456751624735,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
163,1664631301,13188.911665149064,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
164,1664631601,13002.09967308052,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
165,1664631901,13569.037734385154,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
166,1664632201,13809.955924455013,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
167,1664632501,13832.913721360568,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
168,1664632801,13328.850828397442,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
169,1664633101,13035.472406741123,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
170,1664633401,13468.043001893126,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
171,1664633701,14463.235835283418,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
172,1664634001,14362.832308435492,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
173,1664634301,14484.162805927368,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
174,1664634601,15135.495915659425,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
175,1664634901,14759.607776266033,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
176,1664635201,14882.522764560154,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
177,1664635501,14141.571331866406,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
178,1664635801,14711.884232173912,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
179,1664636101,14677.775631468598,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
180,1664636401,13594.749019591265,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
181,1664636701,13396.795522380244,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
182,1664637001,1476.7206801139691,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
183,1664637301,13363.610120015926,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
184,1664637601,13519.054596997854,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
185,1664637901,13199.679341827185,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
186,1664638201,13615.361997403992,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
187,1664638501,13665.299172037567,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
188,1664638801,13488.052633981955,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
189,1664639101,13255.88304965191,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
190,1664639401,12893.478866776893,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
191,1664639701,13006.726061946607,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
192,1664640001,13580.14977174301,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
193,1664640301,13991.68358619323,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
194,1664640601,14110.211098466561,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
195,1664640901,14366.15326766529,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
196,1664641201,14295.300009259601,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
197,1664641501,14120.201246195178,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
198,1664641801,15039.057061416477,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
199,1664642101,14928.956568889495,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
200,1664642401,14899.810279890571,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
201,1664642701,15590.059005811903,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
202,1664643001,15587.706036232166,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
203,1664643301,15372.541315706603,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
204,1664643601,15505.97660473133,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
205,1664643901,15313.832587341469,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
206,1664644201,1821.3991777724013,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
207,1664644501,15761.563800262255,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
208,1664644801,15610.311480817447,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
209,1664645101,16419.677193562347,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
210,1664645401,16027.789334152041,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
211,1664645701,16729.138728608792,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
212,1664646001,16480.595593929887,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
213,1664646301,17491.051849309024,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
214,1664646601,1910.7707359353471,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
215,1664646901,16415.748621186354,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
216,1664647201,17575.89995975761,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
217,1664647501,17649.14897120125,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
218,1664647801,17398.347907069918,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
219,1664648101,18487.74533017915,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
220,1664648401,18072.84526592219,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
221,1664648701,17312.518829299486,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
222,1664649001,18101.523743960126,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
223,1664649301,17991.288510654213,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
224,1664649601,18250.614303840186,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
225,1664649901,17561.370186927663,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
226,1664650201,17221.330253392163,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
227,1664650501,16961.40132823399,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
228,1664650801,17892.22055010666,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
229,1664651101,18316.428911887346,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
230,1664651401,18172.005688523364,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
231,1664651701,1824.7473949970165,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
232,1664652001,16560.77134444932,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
233,1664652301,17647.35310481428,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
234,1664652601,16880.285440220232,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
235,1664652901,16286.223442119477,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
236,1664653201,16945.349736065218,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
237,1664653501,15025.15626364309,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
238,1664653801,15884.837558869898,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
239,1664654101,15290.157694107915,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
240,1664654401,13097.558376310502,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
241,1664654701,13435.888239712027,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
242,1664655001,13573.746421707154,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
243,1664655301,12989.653939856407,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
244,1664655601,12718.325837678944,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
245,1664655901,13074.23682975959,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
246,1664656201,12315.326070852872,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
247,1664656501,12373.398084296039,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
