,timestamp,bng_subscribers,device_name,vendor,model,os,version,hw_revision,role,ip_address
19,1668099242,121946.72655182016,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
20,1668099542,119076.81048505509,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
21,1668099842,116946.82290228094,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
22,1668100142,120397.14241681476,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
23,1668100442,117674.1699389161,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
24,1668100742,125695.34667979719,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
25,1668101042,123834.83403001624,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
26,1668101342,126242.21436563817,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
27,1668101642,127733.82098274158,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
28,1668101942,128226.90602392977,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
29,1668102242,128893.15045742024,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
30,1668102542,133524.75631182306,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
31,1668102842,133496.60407772296,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
32,1668103142,128782.7851525824,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
33,1668103442,136021.52489887446,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
34,1668103742,135636.2712805504,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
35,1668104042,133528.67617144255,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
36,1668104342,136290.22638185477,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
37,1668104642,140123.83495870788,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
38,1668104942,139890.88908261238,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
39,1668105242,134079.285092326,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
40,1668105542,135346.13156676176,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
41,1668105842,137597.920308758,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
42,1668106142,133252.28066582512,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
43,1668106442,133748.44023125785,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
44,1668106742,136559.21568204724,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
45,1668107042,142807.9605285526,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
46,1668107342,140466.86285730792,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
47,1668107642,137458.13625299244,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
48,1668107942,133231.152549342,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
49,1668108242,128619.14906434932,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
50,1668108542,134406.37313656192,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
51,1668108842,129294.33501605611,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
52,1668109142,131451.33591422666,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
53,1668109442,130349.37846230053,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
54,1668109742,119335.81523259626,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
55,1668110042,118569.79597421605,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
56,1668110342,121064.52823641709,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
57,1668110642,107793.846974902,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
58,1668110942,109831.23885294881,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
59,1668111242,108044.59660228102,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
60,1668111542,99973.97307283433,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
61,1668111842,100468.81149371255,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
62,1668112142,98872.21377109752,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
63,1668112442,94122.20292161248,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
64,1668112742,92620.74686810403,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
65,1668113042,94657.49961209019,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
66,1668113342,26215.489982945113,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
67,1668113642,88264.52370732953,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
68,1668113942,89508.37185965256,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
69,1668114242,87973.92293604191,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
70,1668114542,87759.38562291668,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
71,1668114842,87976.60585810589,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
72,1668115142,79716.40832471062,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
73,1668115442,80053.00896461509,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
74,1668115742,81669.78056485693,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
75,1668116042,78631.10532301571,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
76,1668116342,76575.95089951502,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
77,1668116642,75805.10554062725,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
78,1668116942,69204.60025651877,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
79,1668117242,69724.13886437498,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
80,1668117542,68017.43752426279,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
81,1668117842,60176.305632861135,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
82,1668118142,61083.42498459507,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
83,1668118442,61016.86376445204,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
84,1668118742,53040.46469253275,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
85,1668119042,52411.80990161826,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
86,1668119342,51108.44787629458,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
87,1668119642,39106.240749076605,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
88,1668119942,38832.825578062955,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
89,1668120242,39240.48790251207,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
90,1668120542,24462.759504034908,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
91,1668120842,24082.127492340373,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
92,1668121142,24826.898156825802,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
93,1668121442,19832.58224802425,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
94,1668121742,19512.292104588516,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
95,1668122042,20456.634176019972,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
96,1668122342,9800.197739195826,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
97,1668122642,9740.9223355487,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
98,1668122942,9767.06558163869,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
99,1668123242,7383.538173316323,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
100,1668123542,7595.714207236374,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
101,1668123842,7468.355506041045,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
102,1668124142,4946.666880958033,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
103,1668124442,5013.1129597315,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
104,1668124742,4929.7055732580775,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
105,1668125042,0.0,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
106,1668125342,4635.65962787184,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
107,1668125642,4562.4373810713705,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
108,1668125942,4529.904216600166,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
109,1668126242,4451.865892844756,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
110,1668126542,4613.010111130315,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
111,1668126842,4462.029223658463,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
112,1668127142,4589.4458998909795,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
113,1668127442,4630.262809144325,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
114,1668127742,4066.5736448801163,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
115,1668128042,4205.827981866486,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
116,1668128342,4041.0352408235926,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
117,1668128642,3434.780096511349,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
118,1668128942,3334.254383627134,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
119,1668129242,3345.441657277762,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
120,1668129542,2904.161700692461,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
121,1668129842,2995.013455477044,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
122,1668130142,2910.389886073953,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
123,1668130442,2995.003964129885,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
124,1668130742,2967.4884927729063,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
125,1668131042,2933.9918290996566,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
126,1668131342,2497.4866107300813,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
127,1668131642,2520.781356176764,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
128,1668131942,2567.536965534447,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
129,1668132242,2286.9385935665186,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
130,1668132542,2338.2890511871833,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
131,1668132842,2243.890147904392,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
132,1668133142,2250.4787946176075,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
133,1668133442,2296.4508669198826,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
134,1668133742,2272.9153114810956,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
135,1668134042,1830.789633645638,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
136,1668134342,1846.310589724783,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
137,1668134642,1781.2169239485938,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
138,1668134942,1805.4167077513775,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
139,1668135242,1808.3476024298038,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
140,1668135542,1838.5380582238697,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
141,1668135842,1565.246326680222,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
142,1668136142,1588.5422212045407,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
143,1668136442,1630.2960000527917,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
144,1668136742,1589.6250711045525,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
145,1668137042,1622.077758603639,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
146,1668137342,1619.4649602542622,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
147,1668137642,1372.2474443160995,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
148,1668137942,1374.1762397570192,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
149,1668138242,1353.7567436610266,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
150,1668138542,1379.5637986866288,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
151,1668138842,1387.9382575957354,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
152,1668139142,1351.9891919243885,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
153,1668139442,1153.8635433848672,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
154,1668139742,1114.8712463217066,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
155,1668140042,1162.4781486671839,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
156,1668140342,1388.6981047432198,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
157,1668140642,1397.466621404853,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
158,1668140942,1366.115310366396,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
159,1668141242,1404.1542954997724,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
160,1668141542,1327.5462991404029,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
161,1668141842,1389.61721436536,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
162,1668142142,1870.0999180677718,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
163,1668142442,1784.4839196539617,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
164,1668142742,1803.0023448348895,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
165,1668143042,2269.0445615810654,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
166,1668143342,2234.0218645794785,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
167,1668143642,2221.010006575656,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
168,1668143942,2479.6448822988746,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
169,1668144242,2569.0260287763144,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
170,1668144542,692.3696021899307,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
171,1668144842,3242.8467444245457,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
172,1668145142,3250.8434200630836,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
173,1668145442,3165.67848608357,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
174,1668145742,3673.098877805603,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
175,1668146042,3544.7465219032215,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
176,1668146342,3673.7030647473944,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
177,1668146642,4039.599594344357,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
178,1668146942,4074.065885074448,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
179,1668147242,4027.28856642632,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
180,1668147542,4601.278996276656,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
181,1668147842,4579.207916778071,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
182,1668148142,4490.563624693032,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
183,1668148442,6940.124419559325,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
184,1668148742,6761.730750360482,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
185,1668149042,6913.286813521848,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
186,1668149342,7845.683434213897,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
187,1668149642,7942.126196579322,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
188,1668149942,7817.156600322762,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
189,1668150242,9102.70951663498,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
190,1668150542,9275.90996150655,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
191,1668150842,9184.176500329088,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
192,1668151142,11612.457769292037,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
193,1668151442,11322.720014966151,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
194,1668151742,11609.946151736503,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
195,1668152042,13825.357165450927,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
196,1668152342,13461.680645544584,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
197,1668152642,13705.471801702408,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
198,1668152942,15973.54211888772,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
199,1668153242,15884.340326460664,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
200,1668153542,16015.331820899786,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
201,1668153842,17863.984357611807,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
202,1668154142,18294.439572019804,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
203,1668154442,18255.343597220006,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
204,1668154742,5056.620211195476,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
205,1668155042,20253.89646143743,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
206,1668155342,20857.529130667495,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
207,1668155642,25231.79011055818,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
208,1668155942,25296.509804938283,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
209,1668156242,24313.69790241581,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
210,1668156542,29216.967808837,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
211,1668156842,29182.463596931077,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
212,1668157142,29502.913966507567,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
213,1668157442,30077.26773494599,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
214,1668157742,31094.79056443563,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
215,1668158042,30501.844497797094,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
216,1668158342,31451.98531064229,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
217,1668158642,30837.670744845636,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
218,1668158942,31644.853616175766,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
219,1668159242,33804.78847005262,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
220,1668159542,34692.02018993016,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
221,1668159842,33453.4177258827,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
222,1668160142,36897.52124500103,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
223,1668160442,36006.14481818711,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
224,1668160742,36094.11445201439,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
225,1668161042,40399.55797669118,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
226,1668161342,40477.91397236336,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
227,1668161642,41049.232267820706,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
228,1668161942,42292.35585127146,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
229,1668162242,44088.68598849912,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
230,1668162542,42985.07789368741,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
231,1668162842,47741.23363827681,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
232,1668163142,46717.591897401704,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
233,1668163442,47745.53263185112,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
234,1668163742,49156.40943713036,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
235,1668164042,49642.06753145759,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
236,1668164342,50444.924386026876,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
237,1668164642,52203.739205753445,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
238,1668164942,52521.00495639342,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
239,1668165242,52187.37156322196,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
240,1668165542,56179.07010665579,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
241,1668165842,57060.23009378991,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
242,1668166142,56258.13801089469,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
243,1668166442,61434.29846376118,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
244,1668166742,62407.43606765314,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
245,1668167042,60185.28640445492,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
246,1668167342,66447.47928246425,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
